organisation,federalState,media,transferType,period,amount
"WIEN ENERGIE GmbH","AT-9","Kabel 1 austria",2,20151,30666.3
"WIEN ENERGIE GmbH","AT-9","Kronen Zeitung",2,20151,130063.7
"WIEN ENERGIE GmbH","AT-9","Kurier",2,20151,59864.98
"WIEN ENERGIE GmbH","AT-9","Madonna mit Österreich",2,20151,23496.9
"WIEN ENERGIE GmbH","AT-9","medianet",2,20151,8450
"WIEN ENERGIE GmbH","AT-9","NEWS",2,20151,20036.01
"WIEN ENERGIE GmbH","AT-9","ORF eins",2,20151,72781.2
"WIEN ENERGIE GmbH","AT-9","ORF III",2,20151,12500
"WIEN ENERGIE GmbH","AT-9","ORF 2",2,20151,111243.8
"WIEN ENERGIE GmbH","AT-9","Österreich",2,20151,10959.2
"WIEN ENERGIE GmbH","AT-9","profil",2,20151,15749.88
"WIEN ENERGIE GmbH","AT-9","ProSieben Austria",2,20151,28457.26
"WIEN ENERGIE GmbH","AT-9","Puls 4",2,20151,15717.92
"WIEN ENERGIE GmbH","AT-9","Rapid - Die aktuelle Stadionzeitung des SK Rapid",2,20151,7240
"WIEN ENERGIE GmbH","AT-9","RTL",2,20151,19989.88
"WIEN ENERGIE GmbH","AT-9","RTL II",2,20151,15984.2
"WIEN ENERGIE GmbH","AT-9","runtastic.com App",2,20151,7435.44
"WIEN ENERGIE GmbH","AT-9","SAT.1 Österreich",2,20151,30931.08
"WIEN ENERGIE GmbH","AT-9","Servus TV",2,20151,9512.35
"WIEN ENERGIE GmbH","AT-9","sixx Austria",2,20151,8027.19
"WIEN ENERGIE GmbH","AT-9","Skip",2,20151,15860
"WIEN ENERGIE GmbH","AT-9","Sonntag",2,20151,54796
"WIEN ENERGIE GmbH","AT-9","Sport aktiv",2,20151,5823.35
"WIEN ENERGIE GmbH","AT-9","Sportmagazin",2,20151,15244.76
"WIEN ENERGIE GmbH","AT-9","Super RTL",2,20151,8017.63
"WIEN ENERGIE GmbH","AT-9","tv-media",2,20151,27978.99
"WIEN ENERGIE GmbH","AT-9","Unternehmen Österreich",2,20151,5355
"WIEN ENERGIE GmbH","AT-9","VOX",2,20151,9959.879999999999
"WIEN ENERGIE GmbH","AT-9","Wienerin",2,20151,14088.76
"WIEN ENERGIE GmbH","AT-9","WirtschaftsBlatt",2,20151,12155.22
"WIEN ENERGIE GmbH","AT-9","Wirtschaftsnachrichten",2,20151,7535.25
"WIEN ENERGIE GmbH","AT-9","Woman",2,20151,35763.2
"WIEN ENERGIE GmbH","AT-9","derstandard.at",2,20151,5585.68
"WIEN ENERGIE GmbH","AT-9","futurezone.at",2,20151,11734.88
"WIEN ENERGIE GmbH","AT-9","gmx.at",2,20151,8054.43
"WIEN ENERGIE GmbH","AT-9","herold.at",2,20151,5278.23
"WIEN ENERGIE GmbH","AT-9","krone.at",2,20151,14404.89
"WIEN ENERGIE GmbH","AT-9","laola1.at",2,20151,7741.94
"WIEN ENERGIE GmbH","AT-9","oe24.at",2,20151,8971.59
"WIEN ENERGIE GmbH","AT-9","skrapid.at",2,20151,35000
"WIEN ENERGIE GmbH","AT-9","vienna.at",2,20151,10111.22
"WIEN ENERGIE GmbH","AT-9","zuHause",2,20151,8925
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Avida",2,20151,8548.860000000001
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Das Wiener Bezirksblatt",2,20151,9000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Der Standard",2,20151,7321.9
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Die Presse",2,20151,7216.5
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Heute",2,20151,11791.2
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Kronen Zeitung",2,20151,17588
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","look!wienlive",2,20151,11000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","NEWS",2,20151,6678.67
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","VOR Magazin",2,20151,8000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wien Live",2,20151,8000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wiener Wirtschaft",2,20151,11505.6
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","WirtschaftsBlatt",2,20151,6123.19
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","derstandard.at",2,20151,20531.44
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","diepresse.com",2,20151,7458.34
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","facebook.com",2,20151,34114.44
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","google.at",2,20151,10000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","krone.at",2,20151,15381.6
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","kurier.at",2,20151,11631.75
"Wien Holding GmbH","AT-9","Das Wien",2,20151,9890
"Wien Holding GmbH","AT-9","ExtraDienst",2,20151,7900
"Wien Holding GmbH","AT-9","Heute",2,20151,17000
"Wien Holding GmbH","AT-9","MONEY SPEZIAL",2,20151,17128.91
"Wien Holding GmbH","AT-9","schau",2,20151,9900
"Wien Holding GmbH","AT-9","Sonntag",2,20151,16914.59
"Wien Holding GmbH","AT-9","extradienst.at",2,20151,11000
"Wien Holding GmbH","AT-9","oe24.at",2,20151,9000
"Wien Holding GmbH","AT-9","W24",2,20151,12200
"Wien 3420 Aspern Development AG","AT-9","Der Standard",2,20151,30117
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","bz - Wiener Bezirkszeitung",2,20151,15309.62
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Das Wiener Bezirksblatt",2,20151,6782.52
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Die Presse",2,20151,15300
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Heute",2,20151,54795.25
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Infoscreen",2,20151,66884.13
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Kronen Zeitung",2,20151,53978.4
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Kurier",2,20151,16279.2
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Österreich",2,20151,48443.82
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Post Avusturya",2,20151,5500
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","profil",2,20151,11325.66
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Wiener Wirtschaft",2,20151,6281.5
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","derstandard.at",2,20151,5255.39
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","facebook.com",2,20151,5190
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","vienna.at",2,20151,6419
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","willhaben.at",2,20151,5149.99
"Wiener Gebietskrankenkasse","AT-9","People",2,20151,19764.17
"Wiener Hafen, GmbH & Co KG","AT-9","Kurier",2,20151,5200
"WIENER LINIEN GmbH & Co KG","AT-9","bz - Wiener Bezirkszeitung",2,20151,12574
"WIENER LINIEN GmbH & Co KG","AT-9","Das Wiener Bezirksblatt",2,20151,11550
"WIENER LINIEN GmbH & Co KG","AT-9","Der Standard",2,20151,36733.6
"WIENER LINIEN GmbH & Co KG","AT-9","Die Ganze Woche",2,20151,7586.25
"WIENER LINIEN GmbH & Co KG","AT-9","Die Presse",2,20151,33647.25
"WIENER LINIEN GmbH & Co KG","AT-9","drehmoment",2,20151,5482.5
"WIENER LINIEN GmbH & Co KG","AT-9","Falstaff-Magazin",2,20151,6460
"WIENER LINIEN GmbH & Co KG","AT-9","Falter",2,20151,18530
"WIENER LINIEN GmbH & Co KG","AT-9","family&more",2,20151,5865
"WIENER LINIEN GmbH & Co KG","AT-9","FORMAT",2,20151,17546.78
"WIENER LINIEN GmbH & Co KG","AT-9","Heute",2,20151,70747.2
"WIENER LINIEN GmbH & Co KG","AT-9","Horizont",2,20151,7206.3
"WIENER LINIEN GmbH & Co KG","AT-9","Infoscreen",2,20151,8640
"WIENER LINIEN GmbH & Co KG","AT-9","Kronen Zeitung",2,20151,75041.2
"WIENER LINIEN GmbH & Co KG","AT-9","Kurier",2,20151,45307.98
"WIENER LINIEN GmbH & Co KG","AT-9","look!wienlive",2,20151,11000
"WIENER LINIEN GmbH & Co KG","AT-9","NEWS",2,20151,30298.41
"WIENER LINIEN GmbH & Co KG","AT-9","profil",2,20151,29826.94
"WIENER LINIEN GmbH & Co KG","AT-9","Ticket",2,20151,6599.74
"WIENER LINIEN GmbH & Co KG","AT-9","trend",2,20151,7188.93
"WIENER LINIEN GmbH & Co KG","AT-9","tv-media",2,20151,18652.66
"WIENER LINIEN GmbH & Co KG","AT-9","Wiener",2,20151,5975.08
"WIENER LINIEN GmbH & Co KG","AT-9","Wienerin",2,20151,7044.38
"WIENER LINIEN GmbH & Co KG","AT-9","WirtschaftsBlatt",2,20151,13753.42
"WIENER LINIEN GmbH & Co KG","AT-9","Woman",2,20151,8940.799999999999
"WIENER LINIEN GmbH & Co KG","AT-9","festwochen.at",2,20151,5910
"WIENER NETZE GmbH","AT-9","Pro Umwelt",2,20151,5083
"WIENER STADTWERKE Holding AG","AT-9","Der Standard",2,20151,19607.8
"WIENER STADTWERKE Holding AG","AT-9","Die Presse",2,20151,8810.25
"WIENER STADTWERKE Holding AG","AT-9","FORMAT",2,20151,6179.43
"WIENER STADTWERKE Holding AG","AT-9","GEWINN",2,20151,9588
"WIENER STADTWERKE Holding AG","AT-9","Kronen Zeitung",2,20151,26574
